,p_id,name,price,colour,brand,ratingCount,avg_rating,Occasion,Border,Fabric,Ornamentation,Pattern,Print or Pattern Type,Sustainable,Technique,Wash Care,Wedding,AddOns
9701,15433972,RAJGRANTH Black & Red Unstitched Dress Material,5299,Black,rajgranth,0,0,Festive,,,NA,,Ethnic Motifs,Regular,NA,Dry Clean,Guests & Gifting,
9702,14553760,RAJGRANTH Purple & Pink Floral Beads and Stones Net Heavy Work Saree,5699,Purple,rajgranth,84,4.023809524,Festive,Embellished,,Beads and Stones,Embroidered,Floral,Regular,,Dry Clean,Bride & Wedding Squad,
9703,15898050,RAJGRANTH Cream-Coloured & Pink Embroidered Unstitched Dress Material,6999,Cream,rajgranth,0,0,Festive,,,NA,,Ethnic Motifs,Regular,NA,Dry Clean,Guests & Gifting,
9704,16682210,RAJGRANTH Green Embellished Semi-Stitched Lehenga & Unstitched Blouse With Dupatta,9999,Green,rajgranth,0,0,,,,NA,,,Regular,NA,,,
9705,16682204,RAJGRANTH Maroon Embellished Semi-Stitched Lehenga & Unstitched Blouse With Dupatta,9999,Maroon,rajgranth,0,0,,,,NA,,,Regular,NA,,,
9706,15434026,RAJGRANTH Grey & Red Embroidered Unstitched Dress Material,5299,Grey,rajgranth,0,0,Festive,,,NA,,Floral,Regular,NA,Dry Clean,Guests & Gifting,
9707,15434024,RAJGRANTH Orange & Beige Printed Unstitched Dress Material,5299,Orange,rajgranth,0,0,Festive,,,NA,,Floral,Regular,NA,Dry Clean,Guests & Gifting,
9708,15434020,RAJGRANTH Orange & Black Printed Unstitched Dress Material,5299,Orange,rajgranth,0,0,Festive,,,NA,,Ethnic Motifs,Regular,NA,Dry Clean,Guests & Gifting,
9709,15434018,RAJGRANTH Green & Cream-Coloured Unstitched Dress Material,5299,Green,rajgranth,0,0,Festive,,,NA,,Ethnic Motifs,Regular,NA,Dry Clean,Guests & Gifting,
9710,14553746,RAJGRANTH Orange & White Floral Aari Work Organza Saree,5699,Orange,rajgranth,9,3.555555556,Festive,Embroidered,,Aari Work,Embroidered,Floral,Regular,,Dry Clean,,
9711,16682220,RAJGRANTH Red & Black Printed Semi-Stitched Lehenga & Unstitched,8299,Red,rajgranth,0,0,,,,NA,,,Regular,NA,,,
9712,18544282,RAJGRANTH Women Ethnic Motifs Pure Cotton Top to Toe Fusion Kurta Set,7999,White,rajgranth,0,0,Festive,,,NA,,Ethnic Motifs,Regular,Kalamkari,Dry Clean,Bride & Wedding Squad,Jacket
9713,17447674,ZALORA WORK Women Green Single-Breasted Boxy Blazer,4999,Green,zalora work,0,0,Formal,,Polyester,,Striped,,Regular,,Machine Wash,,
9714,17447662,ZALORA WORK Women Blue Solid Single-Breasted Blazer,3599,Blue,zalora work,0,0,Casual,,Polyester,,Solid,,Regular,,Machine Wash,,
9715,17447692,ZALORA WORK Women Pink Formal Single-Breasted Blazer,3999,Pink,zalora work,4,2,Formal,,Polyester,,Solid,,Regular,,Machine Wash,,
9716,17447698,ZALORA WORK Women Black Formal Single-Breasted Blazer,4999,Black,zalora work,0,0,Formal,,Polyester,,Solid,,Regular,,Machine Wash,,
9717,16838216,ZALORA WORK Women Black solid Sleeveless Capri Jumpsuit,3399,Black,zalora work,0,0,Casual,,Polyester,,Solid,,Regular,,Machine Wash,,
9718,17429296,ZALORA WORK Women Multi Coloured Striped Cotton Basic Jumpsuit,3499,Multi,zalora work,0,0,Casual,,Cotton,,Striped,,Regular,,Machine Wash,,
9719,17429294,ZALORA WORK Blue & White Striped Culotte Jumpsuit,3499,Blue,zalora work,0,0,Casual,,Cotton,,Striped,,Regular,,Machine Wash,,
9720,17965584,ZALORA WORK Women Multicoloured Textured Trousers,4099,Multi,zalora work,0,0,Casual,,Polyester,,Self Design,Textured,Regular,,Machine Wash,,NA
9721,17429316,ZALORA WORK Women Navy Blue Striped Culotte Jumpsuit,5399,Navy Blue,zalora work,0,0,Casual,,Polyester,,Striped,,Regular,,Machine Wash,,
9722,17992680,ZALORA WORK Teal Blue Solid Shoulder Straps Nursing Basic Jumpsuit,3299,Teal,zalora work,0,0,Casual,,Polyester,,Solid,,Regular,,Machine Wash,,
9723,16803220,ZALORA WORK Women Olive Green Halter Neck Basic Jumpsuit,2899,Olive,zalora work,0,0,Casual,,Polyester,,Solid,,Regular,,Machine Wash,,
9724,16803198,ZALORA WORK Women Orange Basic Wrap Jumpsuit,2999,Orange,zalora work,0,0,Casual,,Polyester,,Solid,,Regular,,Machine Wash,,
9725,16803186,ZALORA WORK Brown & White Printed Basic Jumpsuit,3199,Brown,zalora work,0,0,Casual,,Polyester,,Printed,,Regular,,Machine Wash,,
9726,17429310,ZALORA WORK Black Solid Jumpsuit,3599,Black,zalora work,0,0,Casual,,Polyester,,Solid,,Regular,,Machine Wash,,
9727,16803222,ZALORA WORK Black Basic Jumpsuit with Layered,3099,Black,zalora work,0,0,Casual,,Polyester,,Solid,,Regular,,Machine Wash,,
9728,17429322,ZALORA WORK Women Black Capri Jumpsuit,3299,Black,zalora work,0,0,Casual,,Polyester,,Solid,,Regular,,Machine Wash,,
9729,16803278,ZALORA WORK Women Green Solid Double Layered Basic Jumpsuit,2899,Green,zalora work,0,0,Casual,,Polyester,,Solid,,Regular,,Machine Wash,,
9730,16803266,ZALORA WORK Green & White Printed Halter Neck Capri Jumpsuit,3199,Green,zalora work,0,0,Casual,,Polyester,,Printed,,Regular,,Machine Wash,,
9731,16803170,ZALORA WORK Women Teal Wrap Puff Sleeve Basic Jumpsuit,2999,Teal,zalora work,0,0,Casual,,Polyester,,Solid,,Regular,,Machine Wash,,
9732,16803178,ZALORA WORK Women Grey Solid Utility Jumpsuit,3899,Grey,zalora work,0,0,Casual,,Polyester,,Solid,,Regular,,Machine Wash,,
9733,16803208,ZALORA WORK Women Black & White Printed V Neck High Waist Basic Jumpsuit,3199,Black,zalora work,0,0,Casual,,Polyester,,Printed,,Regular,,Machine Wash,,
9734,16838212,ZALORA WORK Red Capri Jumpsuit,3399,Red,zalora work,0,0,Casual,,Polyester,,Solid,,Regular,,Machine Wash,,
9735,16803244,ZALORA WORK White Solid Transparent Lace Detail Jumpsuit,3499,White,zalora work,0,0,Casual,,Silk,,Solid,,Regular,,Machine Wash,,
9736,16803282,ZALORA WORK Green Jumpsuit,2699,Green,zalora work,0,0,Casual,,Polyester,,Solid,,Regular,,Machine Wash,,
9737,16388604,ZALORA WORK Women Blue High-Rise Shorts,2299,Blue,zalora work,0,0,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,
9738,17985494,ZALORA WORK Beige Solid Pencil Skirt With Side Slit,2499,Beige,zalora work,0,0,Formal,,Polyester,,Solid,Solid,Regular,,Machine Wash,NA,NA
9739,17985544,ZALORA WORK Red Solid Pleated Flared Midi Skirt,2699,Red,zalora work,0,0,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,NA,NA
9740,16794256,ZALORA WORK Women Pink Pleated Front Skirt,2799,Pink,zalora work,0,0,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,,NA
9741,15262176,FABRIC FITOOR Pink Floral Regular Top,2599,Pink,fabric fitoor,15,4.133333333,Ethnic,,Pure Cotton,,Printed,Floral,Regular,,Hand Wash,,
9742,14692056,FABRIC FITOOR Peach-Coloured & Grey  Tie-Up Neck Bell Sleeve Cotton Empire Top,2299,Peach,fabric fitoor,10,3.5,Ethnic,,Pure Cotton,,Printed,Conversational,Regular,,Hand Wash,NA,
9743,18210214,FABRIC FITOOR Black Pure Cotton Printed Kaftan Top,2199,Black,fabric fitoor,0,0,Ethnic,,Pure Cotton,,Printed,Abstract,Regular,,Machine Wash,NA,
9744,12103890,FABRIC FITOOR Women Sea Green & White Checked Shirt Style Top,2099,Sea Green,fabric fitoor,26,4.269230769,Ethnic,,Cotton Blend,,Checked,Checked,,,Hand Wash,,
9745,17144670,Camey Women White Self-Design Sheer Open Front Shrug,999,White,camey,33,4.333333333,Casual,,Viscose Rayon,,Self Design,,Regular,,Machine Wash,,
9746,18232318,Camey Women Red Striped Capri Jumpsuit,1299,Red,camey,0,0,Casual,,Viscose Rayon,,Striped,,Regular,,Machine Wash,,
9747,18232322,Camey Green Striped Culotte Jumpsuit with Lace Inserts,1299,Green,camey,0,0,Casual,,Viscose Rayon,,Striped,,Regular,,Machine Wash,,
9748,17118780,Camey Women Green Solid Maxi Skirt,999,Green,camey,0,0,Casual,,Viscose Rayon,,Solid,Solid,Regular,,Machine Wash,,NA
9749,8897195,Camey Women Maroon Straight Fit Solid Culottes,899,Maroon,camey,4,3.75,Casual,,Polyester,,Solid,Solid,,,Hand Wash,,NA
9750,13358212,AURELIA Blue & Silver Printed Pure Cotton Dupatta,699,Blue,aurelia,301,4.205980066,Party,Printed,Pure Cotton,NA,Printed,Floral,Regular,NA,Hand Wash,Guests & Gifting,
9751,13623002,AURELIA Black Jewel Neck Top,999,Black,aurelia,32,4.1875,Ethnic,,Polyester,,Solid,Solid,Regular,,Hand Wash,,
9752,16530540,AURELIA Gold-Toned Checked Pure Cotton Dupatta,499,Gold,aurelia,13,4.384615385,Daily,Fringed,Pure Cotton,NA,Checked,Floral,Regular,NA,Hand Wash,,
9753,16813478,AURELIA Gold-Toned Pure Cotton Dupatta,499,Gold,aurelia,0,0,Daily,Fringed,Pure Cotton,NA,Solid,Solid,Regular,NA,Hand Wash,,
9754,18127942,AURELIA Women White Floral Embroidered Sequined Cotton Kurta,1599,White,aurelia,19,3.947368421,Daily,,Cotton,Sequins,Embroidered,Floral,Regular,NA,Hand Wash,Guests & Gifting,
9755,8428249,AURELIA Women Golden Solid Dupatta,599,Gold,aurelia,13,3.846153846,Daily,Solid,Poly Chiffon,NA,Solid,Solid,,NA,Hand Wash,,
9756,10185337,AURELIA Women Black Velvet Finish Self Design Longline Button Shrug,1499,Black,aurelia,9,4.666666667,Casual,,Polyester,,Self Design,,Regular,,Hand Wash,,
9757,2400041,AURELIA Teal Green Solid Sheer Longline Open Front Shrug with Sequinned Detail,1299,Teal,aurelia,94,4.638297872,Party,,Polyester,,Solid,,,,Dry Clean,,
9758,13543508,AURELIA Women Lime Green Checked Printed Kurta,1999,Lime Green,aurelia,226,4.269911504,Festive,,Polyester,Sequins,Woven Design,Checked,Regular,NA,Hand Wash,Guests & Gifting,
9759,16530530,AURELIA Women Green Printed Pleated Trousers,1499,Green,aurelia,9,4.777777778,Casual,,Viscose Rayon,,Printed,Geometric,Regular,,Machine Wash,,NA
9760,13849462,AURELIA Women Orange & Charcoal Solid Top with Palazzos,3999,Orange,aurelia,3,3.666666667,Casual,,,,,,Regular,,Machine Wash,,NA
9761,11490540,AURELIA Women Coral Pink & Silver Printed Flared Maxi Skirt,2299,Coral,aurelia,5,3.6,Ethnic,,Pure Cotton,,Printed,Geometric,Regular,,Hand Wash,,NA
9762,6975601,AURELIA Navy Blue Self-Checked Pure Cotton Dupatta,499,Navy Blue,aurelia,14,4.357142857,Daily,Fringed,Pure Cotton,NA,Checked,Checked,Regular,NA,Hand Wash,,
9763,2399962,AURELIA Navy Blue Checked Dupatta,499,Navy Blue,aurelia,33,4.242424242,Daily,Tasselled,Cotton Blend,NA,Checked,Checked,,NA,Hand Wash,,
9764,19190192,AURELIA Women Regular Fit White Trousers,1049,White,aurelia,0,0,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,NA
9765,2077115,AURELIA Black Self-Checked Dupatta,499,Black,aurelia,17,4.294117647,Daily,Tasselled,Viscose Rayon,NA,Checked,Checked,,NA,Hand Wash,,
9766,10190651,AURELIA Women Blue & Silver Printed Tunic with Palazzos & Ethnic Jacket,2999,Blue,aurelia,138,3.992753623,Ethnic,,,,,,Regular,,Machine Wash,Guests & Gifting,NA
9767,10190659,AURELIA Women Cream-Coloured & Pink Self Design Top with Skirt & Ethnic Shrug,4999,Cream,aurelia,88,4.125,Ethnic,,,,,,Regular,,Machine Wash,Guests & Gifting,NA
9768,18127962,AURELIA Women Pink Geometric Printed Gotta Patti Anarkali Kurta,2299,Pink,aurelia,11,4.090909091,Daily,,Cotton,Gotta Patti,Printed,Geometric,Regular,NA,Hand Wash,Bride & Wedding Squad,
9769,14063290,AURELIA Women Grey Solid Cotton Regular Trousers,999,Grey,aurelia,28,3.892857143,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,NA
9770,11511552,AURELIA Women Black Yarn Dyed Checked Pure Cotton Dupatta,499,Black,aurelia,93,4.193548387,Daily,Fringed,Pure Cotton,NA,Checked,Checked,Regular,NA,Hand Wash,,
9771,2399953,AURELIA Blue Self-Checked Dupatta,499,Blue,aurelia,14,3.785714286,Daily,Tasselled,Cotton Blend,NA,Checked,Checked,,NA,Hand Wash,,
9772,2400033,AURELIA Women Black Checked Pure Cotton Top,799,Black,aurelia,132,4.037878788,Ethnic,,Pure Cotton,,Checked,Checked,Regular,,Hand Wash,,
9773,17143700,AURELIA Girls Yellow & Green Printed Fusion Lehenga Choli,2999,Yellow,aurelia,0,0,,,,NA,,,Regular,NA,,NA,
9774,11808928,AURELIA White & Red Ethnic Print Flared Maxi Skirt,1999,White,aurelia,36,4.25,Ethnic,,,,Printed,Geometric,Regular,,Hand Wash,,NA
9775,19228690,AURELIA Maroon & Gold-Toned Printed Dupatta,999,Maroon,aurelia,0,0,Daily,Printed,Poly Georgette,NA,Printed,Geometric,Regular,NA,Hand Wash,Guests & Gifting,
9776,8428283,AURELIA Coral Orange & Blue Ethnic Motifs Printed Pure Cotton Dupatta,999,Coral,aurelia,0,0,Daily,Solid,Pure Cotton,NA,Printed,Ethnic Motifs,Regular,NA,Dry Clean,,
9777,19228686,AURELIA Green Dupatta,599,Green,aurelia,0,0,Daily,Solid,Cotton Blend,NA,Solid,Solid,Regular,NA,Hand Wash,Guests & Gifting,
9778,16834828,AURELIA Pink Ethnic Motifs Printed Skirt,2399,Pink,aurelia,4,3.25,Ethnic,,Polyester,,Printed,Floral,Sustainable,,Machine Wash,,NA
9779,19190198,AURELIA Women White Trousers,1049,White,aurelia,0,0,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,NA
9780,18224804,AURELIA Women Orange Ethnic Motifs Printed Loose Fit Pleated Culottes Trousers,1499,Orange,aurelia,0,0,Casual,,Polyester,,Printed,Ethnic Motifs,Regular,,Machine Wash,,NA
9781,18143470,emeros Navy Blue & White Printed Wrap-style Jumpsuit,1699,Navy Blue,emeros,0,0,Casual,,Polyester,,Printed,,Regular,,Machine Wash,,
9782,16955366,emeros Light Pink & Navy Blue Floral Printed Pleated Flared Skirt,1599,Pink,emeros,11,4,Casual,,Polyester,,Printed,Floral,Regular,,Machine Wash,,NA
9783,18143468,Emeros White & Multicoloured Striped Wrap-style Jumpsuit,1699,White,emeros,0,0,Casual,,Polyester,,Striped,,Regular,,Machine Wash,,
9784,18628194,DORIYA Women Brown Palazzos,1799,Brown,doriya,0,0,Western,,Cotton,,Solid,Solid,Regular,,Machine Wash,,
9785,18622940,DORIYA Women Blue Palazzos,1799,Blue,doriya,0,0,Western,,Cotton,,Solid,Solid,Regular,,Machine Wash,,
9786,18622938,DORIYA Women Green Palazzos,1799,Green,doriya,0,0,Western,,Cotton,,Solid,Solid,Regular,,Machine Wash,,
9787,18634730,DORIYA White Striped Top,1799,White,doriya,0,0,Ethnic,,Cotton Blend,,Striped,Vertical Stripes,Regular,,Machine Wash,NA,
9788,15453336,Qurvii Women White & Black Printed Longline Shrug,2195,White,qurvii,14,3.285714286,Casual,,Poly Crepe,,Printed,,Regular,,Machine Wash,,
9789,15453306,Qurvii Brown Animal Printed Skirt With Slit,2195,Brown,qurvii,0,0,Casual,,Polyester,,Printed,Animal,Regular,,Machine Wash,,NA
9790,11401294,Qurvii Plus Size Women Burgundy Semi-Sheer Self Design Top,2495,Burgundy,qurvii,48,3.979166667,Casual,,Polyester,,Self Design,Self Design,,,Machine Wash,,
9791,17536152,Qurvii Women Red Top with Lace Insert Detail,2495,Red,qurvii,0,0,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,NA,
9792,15235692,Qurvii Women Multicoloured Striped Flared Mini Skirt,2195,Multi,qurvii,3,3,Casual,,Polyester,,Striped,Striped,Regular,,Machine Wash,NA,NA
9793,17536138,Qurvii Women Pink Keyhole Neck Georgette Top,2695,Pink,qurvii,5,3.2,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,NA,
9794,13717996,Qurvii Black Maxi A-Line Skirt,2400,Black,qurvii,12,4,Casual,,,,Solid,Solid,Regular,,Machine Wash,,NA
9795,15816496,Fabindia Pink Yoke Design V-Neck Kurti,2799,Pink,fabindia,0,0,Daily,,Cotton Silk,Zari,Yoke Design,Striped,Regular,NA,Machine Wash,,
9796,14987382,Fabindia Mustard Yellow Pure Cotton Regular Top,690,Mustard,fabindia,8,4.375,Ethnic,,Pure Cotton,,Solid,Solid,Regular,,Hand Wash,,
9797,17409766,Fabindia Girls Teal & Gold-Toned Ready to Wear Lehenga & Choli,2599,Teal,fabindia,0,0,,,,NA,,,Regular,NA,,Bride & Wedding Squad,
9798,17348268,Fabindia Off White Chikankari Embroidered Cotton Silk Dupatta,3199,Off White,fabindia,0,0,Party,Solid,Cotton Silk,NA,Embroidered,Solid,Regular,NA,Dry Clean,Bride & Wedding Squad,
9799,15816572,Fabindia Women Grey Solid Ethnic Top,2999,Grey,fabindia,0,0,Ethnic,,Silk Blend,,Solid,Solid,Regular,,Dry Clean,,
9800,15816556,Fabindia Women Teal Blue Solid Embellished Kurti,2199,Teal,fabindia,4,5,Festive,,Cotton Silk,NA,Embellished,Solid,Regular,NA,Dry Clean,,
9801,17348086,Fabindia Blue & Silver-Toned Woven Design Cotton Silk Dupatta,2499,Blue,fabindia,0,0,Party,Tasselled,Cotton Silk,NA,Woven Design,Solid,Regular,NA,Dry Clean,Bride & Wedding Squad,
9802,16071640,Fabindia Women Pink Printed Front Open Shrug,1999,Pink,fabindia,0,0,Casual,,Linen,,Printed,,Regular,,Dry Clean,,
9803,16071630,Fabindia Women Cream-Coloured & Pink Printed Shrug,1999,Cream,fabindia,0,0,Casual,,Linen,,Printed,,Regular,,Dry Clean,,
9804,16071622,Fabindia Women Pink & Cream-Coloured Printed Cotton Linen Shrug,1999,Pink,fabindia,0,0,Casual,,Linen,,Printed,,Regular,,Dry Clean,,
9805,17104290,Fabindia Green & Blue Ethnic Motifs Block Printed Cotton Silk Dupatta with Zari,2299,Green,fabindia,0,0,Daily,Solid,Cotton Silk,Zari,Printed,Ethnic Motifs,Regular,Block Print,Dry Clean,,
9806,17104328,Fabindia Peach-Coloured & Turquoise Blue Embroidered Cotton Silk Dupatta with Kantha Work,2199,Peach,fabindia,0,0,Daily,Solid,Cotton Silk,Kantha Work,Embroidered,Geometric,Regular,NA,Dry Clean,,
9807,17104268,Fabindia Beige & Red Embroidered Cotton Silk Dupatta with Kantha Work,2199,Beige,fabindia,0,0,Daily,Solid,Cotton Silk,Kantha Work,Embroidered,Geometric,Regular,NA,Dry Clean,,
9808,17392250,Fabindia Women Red Embroidered Crop Shrug,2999,Red,fabindia,0,0,Casual,,Viscose Rayon,,Self Design,,Regular,,Dry Clean,,
9809,16012518,Fabindia Women Beige Striped Cotton Kurta,3990,Beige,fabindia,0,0,Ethnic,,Cotton,,Striped,,Regular,,Hand Wash,,
9810,1435249,Fabindia Multicoloured Handblock Print Top,1490,Multi,fabindia,4,3,Ethnic,,Silk Blend,,Printed,Ethnic Motifs,Regular,,Dry Clean,,
9811,16012538,Fabindia Blue & White Embroidered Tunic,2790,Blue,fabindia,0,0,Casual,,Cotton,,Embroidered,,Regular,,Dry Clean,,
9812,16012536,Fabindia Blue Embroidered Tunic,2690,Blue,fabindia,0,0,Ethnic,,Cotton,,Embroidered,,Regular,,Dry Clean,,
9813,16012516,Fabindia Women Pink Striped Straight Silk Tunic,2990,Pink,fabindia,0,0,Casual,,Silk,,Striped,,Regular,,Dry Clean,,
9814,15737980,Fabindia Pink Silk Tunic With Jacket,3990,Pink,fabindia,0,0,Ethnic,,Silk,,Solid,,Regular,,Dry Clean,,
9815,15737960,Fabindia Grey Silk Striped Tunic,3990,Grey,fabindia,0,0,Ethnic,,Silk,,Striped,,Regular,,Dry Clean,,
9816,15737958,Fabindia Woman Pink & Beige Silk Organza Tunic,3990,Pink,fabindia,0,0,Ethnic,,Silk,,Striped,,Regular,,Dry Clean,,
9817,15816452,Fabindia Pink & Golden Pure Cotton Handblock Print Top,999,Pink,fabindia,7,4.571428571,Ethnic,,Pure Cotton,,Printed,Ethnic Motifs,Regular,,Hand Wash,,
9818,17103264,Fabindia Women White & Blue Printed Top with Shorts,1799,White,fabindia,0,0,Casual,,,,,,Regular,,Hand Wash,,NA
9819,17268136,Fabindia Pink Off White & Pink Mandarin Collar Pure Cotton Slub Shirt Style Top,999,Off White,fabindia,0,0,Ethnic,,Pure Cotton,,Printed,Ethnic Motifs,Regular,,Hand Wash,Guests & Gifting,
9820,15816546,Fabindia Women Pink Ethnic Motifs Printed Kurta,1999,Pink,fabindia,8,4.25,Daily,,Cotton Silk,NA,Printed,Ethnic Motifs,Regular,NA,Dry Clean,,
9821,17394090,Fabindia Women Black Solid Cotton Linen Culottes Trousers,1599,Black,fabindia,0,0,Casual,,Cotton,,Solid,Solid,Regular,,Dry Clean,,NA
9822,17330080,Fabindia Turquoise Blue & Grey Woven Design Jamdani Saree,6999,Turquoise Blue,fabindia,0,0,Traditional,Solid,,NA,Woven Design,Woven Design,Regular,,Dry Clean,Guests & Gifting,
9823,15816504,Fabindia Red & Golden Ethnic Print Hand Embroidered Tunic,4399,Red,fabindia,0,0,Party,,Cotton,,Printed,,Regular,,Dry Clean,,
9824,13697612,Fabindia Peach-Coloured & Off-White Chevron Patterned Smocked Linen Cropped Top,1490,Peach,fabindia,4,4.25,Ethnic,,Linen,,Striped,Vertical Stripes,Regular,,Hand Wash,,
9825,17394006,Fabindia Women Off-White Cotton Silk Cropped Parallel Trousers,1999,Off White,fabindia,0,0,Casual,,Cotton,,Solid,Solid,Regular,,Dry Clean,,NA
9826,17391766,Fabindia Maroon & Rust Paisley Block Printed Shirt Collar Cotton A-line Kurti,1599,Maroon,fabindia,0,0,Daily,,Pure Cotton,NA,Printed,Paisley,Regular,Block Print,Machine Wash,,
9827,17391450,Fabindia Women Navy Blue Floral Reversible Longline Quilted Jacket,7999,Navy Blue,fabindia,0,0,Casual,,Cotton,,Printed,Floral,Regular,,Hand Wash,,NA
9828,17625016,Fabindia Women Off White Cotton Trousers,1899,Off White,fabindia,0,0,Casual,,Cotton,,Solid,Solid,Regular,,Hand Wash,,NA
9829,17467410,Fabindia Women Black & Brown Printed Tailored Jacket,2299,Black,fabindia,0,0,Casual,,Cotton,,Printed,Abstract,Regular,,Hand Wash,,NA
9830,17467404,Fabindia Black Printed Crop Denim Jacket,2299,Black,fabindia,0,0,Casual,,Cotton,,Printed,Graphic,Regular,,Hand Wash,,NA
9831,14987406,Fabindia White & Blue Conversational Printed Shoulder Strap Regular Top,690,White,fabindia,31,3.870967742,Ethnic,,Pure Cotton,,Printed,Conversational,Regular,,Hand Wash,,
9832,17391422,Fabindia Women Black Woolen Tailored Jacket,4299,Black,fabindia,0,0,Casual,,Wool,,Printed,Solid,Regular,,Dry Clean,,NA
9833,14202894,Fabindia Women Yellow & Red Cotton Hand Block Printed Top with Shorts,1390,Yellow,fabindia,10,4.6,Casual,,,,,,Regular,,Hand Wash,,NA
9834,17348192,Fabindia Red Embroidered Cotton Silk Chikankari Dupatta,2899,Red,fabindia,0,0,Party,Solid,Cotton Silk,NA,Embroidered,Floral,Regular,NA,Dry Clean,Bride & Wedding Squad,
9835,15669616,Fabindia Green & Mustard Yellow Cotton Ruffle Ethnic Hand Block Print Top,1299,Green,fabindia,19,4.473684211,Ethnic,,Pure Cotton,,Printed,Ethnic Motifs,Regular,,Hand Wash,,
9836,17103236,Fabindia Women Navy Blue & White Printed A-Line Skirt,2999,Navy Blue,fabindia,0,0,Casual,,Linen,,Printed,Floral,Regular,,Dry Clean,,NA
9837,16031000,Fabindia Black & Gold-Toned Woven Design Cotton Silk Dupatta,4599,Black,fabindia,0,0,Daily,Tasselled,Cotton Silk,NA,Woven Design,Ethnic Motifs,Regular,NA,Dry Clean,,
9838,17348226,Fabindia Magenta & Gold-Toned Woven Design Cotton Silk Dupatta,2999,Magenta,fabindia,0,0,Party,Tasselled,Cotton Silk,NA,Woven Design,Floral,Regular,NA,Dry Clean,Bride & Wedding Squad,
9839,16030928,Fabindia Beige & Silver-Toned Striped Pure Silk Dupatta,2999,Beige,fabindia,0,0,Daily,Tasselled,Pure Silk,NA,Striped,Striped,Regular,NA,Dry Clean,,
9840,16030982,Fabindia Beige Ethnic Motifs Woven Design Cotton Silk Dupatta,2599,Beige,fabindia,0,0,Daily,Tasselled,Cotton Silk,NA,Woven Design,Ethnic Motifs,Regular,NA,Dry Clean,,
9841,17348528,Fabindia Women Red & Blue Floral Printed Regular Fit Trousers,1799,Red,fabindia,0,0,Casual,,Modal,,Printed,Floral,Regular,,Hand Wash,,NA
9842,16015064,Fabindia Blue & Gold-Toned Printed Cotton Silk Dupatta,2590,Blue,fabindia,0,0,Party,Solid,Cotton Silk,NA,Printed,Floral,Regular,NA,Dry Clean,,
9843,16015044,Fabindia Women Maroon & Pink Ikat Printed Pure Cotton Dupatta,1590,Maroon,fabindia,0,0,Party,Tasselled,Pure Cotton,NA,Woven Design,Solid,Regular,Ikat,Hand Wash,Bride & Wedding Squad,
9844,13707196,Fabindia Women White & Golden Printed Panelled A-Line Tunic,2490,White,fabindia,0,0,Ethnic,,Cotton,,Printed,,Regular,,Hand Wash,,
9845,15709312,Fabindia Mustard Pure Silk Block Print Saree,8990,Mustard,fabindia,0,0,Festive,Printed,,NA,Printed,Geometric,Regular,,Dry Clean,,
9846,13697626,Fabindia Yellow Pure Cotton Dobby Self-Design Top,1290,Yellow,fabindia,0,0,Ethnic,,Pure Cotton,,Self Design,Geometric,Regular,,Hand Wash,,
9847,15875548,Fabindia Women White Parallel Trousers,1990,White,fabindia,0,0,Casual,,Cotton,,Solid,Solid,Regular,,Dry Clean,,NA
9848,18456682,Fabindia Women Mustard Yellow Pure Cotton Straight Knee Length Kurta,1699,Mustard,fabindia,0,0,Daily,,Cotton,NA,Solid,Solid,Regular,NA,Hand Wash,NA,
9849,17393982,Fabindia Women Purple Ethnic Motifs Printed Tapered Fit Cotton Linen Trousers,1290,Purple,fabindia,0,0,Casual,,Cotton,,Printed,Ethnic Motifs,Regular,,Dry Clean,,NA
9850,18456692,Fabindia Women White & Pink Pure Cotton Floral Printed Knee Length Kurta,2399,White,fabindia,0,0,Daily,,Cotton,NA,Printed,Floral,Regular,NA,Hand Wash,NA,
9851,17409656,Fabindia Girls Maroon & Gold-Toned Embellished Ready to Wear Lehenga Set,2299,Maroon,fabindia,0,0,,,,NA,,,Regular,NA,,Guests & Gifting,
9852,17625284,Fabindia Women Black & Maroon Bagh Printed Pure Silk Dupatta,3599,Black,fabindia,0,0,Daily,Printed,Pure Silk,NA,Printed,Floral,Regular,NA,Dry Clean,Bride & Wedding Squad,
9853,17329652,Fabindia Women Pink Ethnic Motifs Printed Cotton Silk Dupatta,1730,Pink,fabindia,0,0,Daily,Tasselled,Cotton Silk,NA,Printed,Ethnic Motifs,Regular,NA,Dry Clean,Guests & Gifting,
9854,17348208,Fabindia White & Golden Embroidered Cotton Silk Dupatta,2999,White,fabindia,0,0,Daily,Solid,Cotton Silk,NA,Embroidered,Floral,Regular,NA,Dry Clean,NA,
9855,17268120,Fabindia Peach-Coloured Cotton Silk Jamdani Dupatta,2999,Peach,fabindia,0,0,Daily,Tasselled,Cotton Silk,NA,Solid,Solid,Regular,NA,Dry Clean,NA,
